Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
48.0,60.0,100.0,57.0,0.0,93.147,123.73,0.0001,0.0,1.1,0.0,0.0024474,12.106,3.6647,63333.0,69617.0,6.5043,298.02,313.1,1.2661,10.0,630.87,35.0,1805.2,1.595,0.18762,3.502,16.746,0.96611,0.0,50.102,0.0,0.0,1.0,27.0,27.0,0.0,38799.0,38967.0
60.0,60.0,100.0,72.0,0.0,100.05,28.26,0.0001,500.0,1.1,0.0,0.0020429,13.688,5.887,70178.0,77147.0,6.4941,297.99,302.65,1.5759,10.0,920.65,34.0,1784.3,1.4585,0.18833,5.7368,19.08,1.2036,0.0,41.997,0.0,0.0,1.0,27.0,27.0,0.0,48591.0,48946.0
72.0,60.0,100.0,84.0,0.0,98.339,5.9471,0.0001,500.0,1.1,0.0,0.0016691,14.667,8.0362,78350.0,86030.0,6.5092,297.99,305.18,1.8741,10.0,1090.3,31.0,1705.5,1.7649,0.18485,7.8954,20.466,1.4327,0.0,27.112,0.0,0.0,1.0,27.0,27.0,0.0,59588.0,59628.0
84.0,60.0,100.0,90.0,0.0,61.197,54.832,0.0001,100.0,1.1,0.0,0.039024,15.724,10.492,82687.0,91101.0,6.4977,297.98,299.95,2.1685,10.0,1112.0,23.0,1658.4,1.9464,0.18257,10.338,22.492,1.6592,0.0,28.788,0.0,0.0,1.0,27.0,27.0,0.0,71357.0,71252.0
96.0,75.0,100.0,90.0,0.0,45.256,42.064,0.0001,100.0,1.1,0.0,0.0009625,13.278,11.135,85564.0,94660.0,6.5233,297.99,298.9,1.9114,10.0,1458.8,23.0,1771.0,2.2646,0.18433,10.988,23.98,1.8268,0.0,38.781,0.0,0.0,1.0,27.0,27.0,0.0,74664.0,75064.0
108.0,75.0,100.0,90.0,0.0,63.889,40.86,0.0001,100.0,1.0,0.0,0.00089002,11.85,13.37,81142.0,89950.0,6.4976,298.0,305.13,1.9124,10.0,1504.4,23.0,1771.0,2.0926,0.18564,13.216,25.427,1.8277,0.0,49.215,0.0,0.0,1.0,27.0,27.0,0.0,84760.0,84513.0
120.0,75.0,100.0,90.0,0.0,60.399,9.8605,0.0001,100.0,1.0,0.0,0.00073976,11.41,15.529,83879.0,93340.0,6.5024,298.01,308.5,2.0376,10.0,1550.4,23.0,1778.3,2.2075,0.18453,15.383,26.387,1.9481,0.0,59.234,0.0,0.0,1.0,27.0,27.0,0.0,94989.0,95094.0
132.0,75.0,100.0,90.0,0.0,57.561,0.0001,0.0001,100.0,1.0,-4000.0,0.00074165,11.017,17.705,79476.0,88586.0,6.4861,297.96,289.71,1.9719,10.0,1551.7,23.0,1784.3,2.0829,0.1856,17.551,27.026,1.8849,0.0,68.7,0.0,0.0,1.0,27.0,27.0,0.0,104810.0,104770.0
144.0,75.0,100.0,90.0,0.0,68.464,28.583,5.0889,100.0,1.0,0.0,0.00061815,11.135,19.769,82444.0,92207.0,6.4819,297.95,285.56,2.0375,10.0,1575.7,23.0,1800.3,1.9795,0.18627,19.64,27.253,1.948,0.0,77.426,0.0,0.0,1.0,27.0,27.0,0.0,115100.0,115400.0
156.0,75.0,100.0,90.0,0.0,95.401,22.363,5.2936,0.0,0.9,0.0,0.00044045,10.21,21.405,77614.0,86967.0,6.5262,297.89,263.8,1.8948,10.0,1685.4,23.0,1872.0,1.7996,0.1879,21.296,27.171,1.8108,0.0,87.547,0.0,0.0,1.0,27.0,27.0,0.0,122760.0,123080.0
168.0,75.0,100.0,80.0,0.0,101.55,14.076,123.01,400.0,0.9,0.0,0.00068213,12.213,22.408,82408.0,92342.0,6.4899,298.08,337.19,1.9066,10.0,1884.1,23.0,1939.4,1.3244,0.19146,22.372,26.167,1.8221,0.0,84.845,0.0,0.0,1.0,27.0,27.0,0.0,127010.0,127180.0
180.0,75.0,100.0,80.0,0.0,53.458,79.736,11.028,150.0,0.9,0.0,0.00096156,11.302,23.809,79399.0,88816.0,6.4898,297.9,265.7,1.7558,10.0,2019.3,23.0,1994.3,1.4369,0.19091,23.693,25.281,1.6772,0.0,82.786,0.0,0.0,1.0,27.0,27.0,0.0,133680.0,134020.0
192.0,75.0,100.0,80.0,0.0,45.743,38.573,1.1389,150.0,0.9,-4000.0,0.0014383,11.161,25.555,75580.0,84493.0,6.4868,297.86,253.93,1.6228,10.0,2044.4,23.0,2033.6,1.3889,0.19153,25.432,24.849,1.5495,0.0,83.978,0.0,0.0,1.0,27.0,27.0,0.0,142000.0,141860.0
204.0,65.0,100.0,80.0,0.0,59.706,32.096,1.0971,250.0,0.9,0.0,0.001364,11.493,26.928,79126.0,88599.0,6.5071,297.87,252.86,1.8793,4.0,1994.0,23.0,2056.7,1.3578,0.18969,26.871,24.475,1.5564,0.0,83.914,0.0,0.0,1.0,27.0,27.0,0.0,148510.0,148880.0
211.0,65.0,100.0,80.0,1.0409,20.177,54.89,1.3261,250.0,0.9,-4000.0,0.0017689,11.328,27.372,78261.0,87540.0,6.5347,297.93,276.81,1.816,4.0,1833.3,23.0,2026.0,1.4002,0.18945,27.314,24.112,1.5037,0.0,81.401,0.0,0.0,1.0,27.0,27.0,0.0,151090.0,151470.0
1.0,30.0,100.0,8.0,0.0,27.279,43.875,4.2143,0.0,0.6,0.0,1.184,14.556,0.00099781,58183.0,61346.0,6.5146,298.0,119.94,0.11228,5.0,1378.2,22.0,1668.2,-0.03992,0.2057,0.001,0.54059,0.042705,0.0,4.0837,0.0,0.0,1.0,28.0,28.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,19.359,127.31,0.01572,0.0,0.6,0.0,0.008749,12.693,0.000966,58438.0,61928.0,6.4534,298.0,119.01,0.36695,0.0,1466.6,30.0,1783.5,0.52586,0.19739,0.00096749,3.284,0.19553,0.0,11.013,0.0,0.0,1.0,28.0,28.0,0.0,21023.0,20994.0
24.0,55.0,100.0,150.0,0.0,225.0,321.72,0.0001,0.0,0.7,0.0,0.015294,8.1231,0.0009078,60275.0,64488.0,6.4052,298.02,123.5,0.79559,0.0,1151.8,35.0,1782.1,2.014,0.18269,0.00091393,9.5388,0.55577,0.0,22.295,0.0,0.0,1.0,28.0,28.0,0.0,21679.0,21483.0
36.0,55.0,100.0,43.0,0.0,56.353,107.18,0.0001,0.0,0.9,0.0,0.0023652,11.374,1.8112,61050.0,65794.0,6.4885,297.98,112.47,1.071,0.0,641.15,35.0,1701.6,1.2413,0.1903,1.669,13.368,0.74876,0.0,35.978,0.0,0.0,1.0,28.0,28.0,0.0,29670.0,29990.0
48.0,60.0,100.0,57.0,0.0,48.756,66.908,0.0001,0.0,1.1,0.0,0.0016878,12.158,4.2864,62098.0,67405.0,6.5027,297.98,113.44,1.2221,10.0,628.34,35.0,1736.7,1.2526,0.19097,4.1049,16.519,0.93245,0.0,50.257,0.0,0.0,1.0,28.0,28.0,0.0,41410.0,41750.0
60.0,60.0,100.0,72.0,0.0,61.804,1.4782,0.0001,500.0,1.1,0.0,0.0017478,13.864,6.6355,68367.0,74249.0,6.5005,297.98,111.48,1.4354,10.0,993.55,34.0,1747.0,1.1219,0.19179,6.4879,17.838,1.0959,0.0,41.849,0.0,0.0,1.0,28.0,28.0,0.0,52345.0,52207.0
72.0,60.0,100.0,84.0,0.0,66.167,0.0001,10.417,500.0,1.1,0.0,0.0015468,14.933,8.726,75865.0,82370.0,6.4962,297.97,108.46,1.6681,10.0,1254.6,31.0,1706.3,1.2626,0.19001,8.5916,18.784,1.2744,0.0,26.44,0.0,0.0,1.0,28.0,28.0,0.0,62579.0,62792.0
84.0,60.0,100.0,90.0,0.0,46.702,49.554,0.0001,100.0,1.1,0.0,0.0012701,13.787,11.06,80037.0,87203.0,6.5012,298.0,119.7,1.9181,10.0,1403.1,23.0,1687.0,1.7601,0.18481,10.901,20.52,1.4665,0.0,27.538,0.0,0.0,1.0,28.0,28.0,0.0,73772.0,74173.0
96.0,75.0,100.0,90.0,0.0,57.57,39.082,0.0001,100.0,1.1,0.0,0.0011519,13.518,13.493,82654.0,90442.0,6.5076,297.99,114.6,1.7027,10.0,1470.4,23.0,1681.7,1.6544,0.18937,13.333,22.088,1.6262,0.0,36.431,0.0,0.0,1.0,28.0,28.0,0.0,85379.0,85467.0
108.0,75.0,100.0,90.0,0.0,54.42,24.329,0.0001,100.0,1.0,0.0,0.000948,12.211,15.855,78129.0,85550.0,6.5227,297.98,111.69,1.6893,10.0,1544.6,23.0,1689.6,1.5106,0.19048,15.7,23.311,1.6134,0.0,45.332,0.0,0.0,1.0,28.0,28.0,0.0,97134.0,97409.0
120.0,75.0,100.0,90.0,0.0,61.762,5.122,0.0001,100.0,1.0,0.0,0.00090592,11.776,18.138,80654.0,88669.0,6.5041,297.99,115.53,1.7951,10.0,1642.3,23.0,1707.8,1.5248,0.19017,17.991,24.17,1.715,0.0,54.076,0.0,0.0,1.0,28.0,28.0,0.0,108000.0,108300.0
132.0,75.0,100.0,90.0,0.0,53.689,0.0001,12.723,100.0,1.0,-4000.0,0.00087762,11.421,20.173,76222.0,83829.0,6.499,297.96,104.13,1.7314,10.0,1727.8,23.0,1738.5,1.3877,0.19133,20.036,24.754,1.6537,0.0,62.492,0.0,0.0,1.0,28.0,28.0,0.0,118170.0,118480.0
144.0,75.0,100.0,90.0,0.0,48.626,31.612,5.2133,100.0,1.0,0.0,0.00073746,11.26,22.068,78860.0,87069.0,6.511,297.95,101.52,1.7922,10.0,1840.7,23.0,1789.3,1.4782,0.19053,21.95,25.092,1.7121,0.0,70.364,0.0,0.0,1.0,28.0,28.0,0.0,126650.0,126980.0
156.0,75.0,100.0,90.0,0.0,52.759,1.272,0.0001,0.0,0.9,0.0,0.00063815,10.084,23.735,73777.0,81546.0,6.5136,297.91,86.723,1.6684,10.0,1997.2,23.0,1877.4,1.2964,0.19214,23.621,25.206,1.5933,0.0,79.829,0.0,0.0,1.0,28.0,28.0,0.0,134490.0,134170.0
168.0,75.0,100.0,80.0,0.0,48.435,11.109,64.196,400.0,0.9,0.0,0.00097419,11.979,24.806,78266.0,86618.0,6.5031,297.98,111.38,1.6922,10.0,2227.3,23.0,1954.6,0.9982,0.19433,24.767,24.507,1.6162,0.0,76.878,0.0,0.0,1.0,28.0,28.0,0.0,139100.0,139620.0
180.0,75.0,100.0,80.0,0.0,0.29688,59.857,8.9245,150.0,0.9,0.0,1.3635,12.154,25.611,74732.0,82593.0,6.491,298.02,126.78,1.5583,10.0,2493.5,23.0,2061.4,0.95653,0.1949,25.72,23.938,1.4877,0.0,75.077,0.0,0.0,1.0,28.0,28.0,0.0,142850.0,143550.0
192.0,75.0,100.0,80.0,4.1492,0.0,11.178,62.947,150.0,0.9,-4000.0,8.4514,12.292,24.002,70327.0,77673.0,6.6841,297.98,111.37,1.396,10.0,3250.8,23.0,2413.9,0.86219,0.19593,24.107,23.14,1.3321,0.0,76.552,0.0,0.0,1.0,28.0,28.0,0.0,134770.0,135450.0
204.0,65.0,100.0,80.0,0.0,4.2867,36.995,0.94446,250.0,0.9,0.0,15.117,12.646,22.334,73278.0,81104.0,6.4974,297.89,78.426,1.5626,4.0,3911.6,23.0,2719.7,0.8407,0.19479,22.455,22.231,1.2929,0.0,76.335,0.0,0.0,1.0,28.0,28.0,0.0,126420.0,126420.0
216.0,65.0,100.0,80.0,0.0,12.291,66.371,9.301,250.0,0.9,0.0,21.347,13.013,20.575,69973.0,77270.0,6.4968,297.99,114.03,1.3815,4.0,4177.7,23.0,2883.9,0.76986,0.19576,20.69,21.124,1.1424,0.0,71.602,0.0,0.0,1.0,28.0,28.0,0.0,117680.0,117320.0
228.0,65.0,100.0,80.0,0.0,4.6131,43.174,1.0538,250.0,0.9,0.0,28.474,13.452,18.945,73679.0,81485.0,6.4981,297.89,79.838,1.3382,4.0,4427.9,23.0,3030.3,0.633,0.19703,19.047,20.058,1.1065,0.0,66.743,0.0,0.0,1.0,28.0,28.0,0.0,110570.0,110860.0
230.0,65.0,100.0,80.0,0.0,6.9623,2.2069,0.0001,250.0,0.9,0.0,29.657,13.535,18.69,74297.0,82189.0,6.4955,297.86,69.541,1.3306,4.0,4466.6,23.0,3052.5,0.6111,0.19723,18.791,19.89,1.1002,0.0,65.922,0.0,0.0,1.0,28.0,28.0,0.0,108800.0,109430.0
1.0,30.0,100.0,8.0,0.51791,20.593,92.801,8.2778,0.0,0.6,0.0,1.206,14.493,0.00099755,57447.0,61990.0,6.5748,298.06,312.99,0.11402,5.0,1380.9,22.0,1720.2,-0.016022,0.20525,0.001,0.56066,0.043367,0.0,4.0847,0.0,0.0,1.0,29.0,29.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,34.063,172.59,0.017369,0.0,0.6,0.0,0.0092226,12.685,0.0009658,57672.0,62538.0,6.463,298.07,315.43,0.36623,0.0,1476.3,30.0,1837.5,0.48299,0.19797,0.00096774,3.3232,0.19514,0.0,11.071,0.0,0.0,1.0,29.0,29.0,0.0,21562.0,21200.0
24.0,55.0,100.0,150.0,0.0,225.0,484.41,0.0001,0.0,0.7,0.0,0.015376,8.5781,0.00090911,59438.0,64971.0,6.4342,298.22,355.0,0.75045,0.0,1182.9,35.0,1844.4,1.7437,0.18564,0.00091532,9.1108,0.52417,0.0,22.272,0.0,0.0,1.0,29.0,29.0,0.0,21260.0,21564.0
36.0,55.0,100.0,43.0,0.0,43.167,414.33,0.0001,0.0,0.9,0.0,0.0023063,11.859,1.9517,60162.0,66206.0,6.5079,298.07,311.63,1.0056,0.0,657.44,35.0,1758.7,0.95228,0.19342,1.7969,12.723,0.70286,0.0,35.744,0.0,0.0,1.0,29.0,29.0,0.0,30482.0,30636.0
48.0,60.0,100.0,57.0,0.0,39.805,245.09,0.0001,0.0,1.1,0.0,0.002286,11.7,4.5062,61021.0,67639.0,6.4988,298.06,308.81,1.1734,10.0,636.05,35.0,1794.3,1.2219,0.19136,4.3172,16.073,0.89518,0.0,49.819,0.0,0.0,1.0,29.0,29.0,0.0,43152.0,42994.0
60.0,60.0,100.0,72.0,0.0,48.306,106.86,0.0001,500.0,1.1,0.0,0.0018047,13.654,7.2035,67210.0,74454.0,6.5028,297.96,274.55,1.4286,10.0,929.81,34.0,1772.8,1.0616,0.19238,7.0211,18.042,1.0906,0.0,41.425,0.0,0.0,1.0,29.0,29.0,0.0,56331.0,56864.0
72.0,60.0,100.0,84.0,0.0,53.168,11.211,0.18889,500.0,1.1,0.0,0.0015475,14.895,9.8666,74537.0,82416.0,6.5059,297.97,275.6,1.6564,10.0,1109.3,31.0,1692.7,1.1693,0.19092,9.6974,18.99,1.2654,0.0,26.135,0.0,0.0,1.0,29.0,29.0,0.0,69406.0,69963.0
84.0,60.0,100.0,90.0,0.0,51.679,134.33,11.27,100.0,1.1,0.0,0.0011901,13.798,12.862,78546.0,87102.0,6.5044,298.22,366.21,1.8999,10.0,1131.1,23.0,1629.6,1.6496,0.1859,12.669,20.718,1.4526,0.0,27.326,0.0,0.0,1.0,29.0,29.0,0.0,83378.0,82962.0
96.0,75.0,100.0,90.0,0.0,51.029,35.045,0.0001,100.0,1.1,0.0,0.00095166,13.736,15.712,81107.0,90260.0,6.4967,297.97,273.66,1.6618,10.0,1137.3,23.0,1601.5,1.5077,0.19056,15.53,21.979,1.587,0.0,36.242,0.0,0.0,1.0,29.0,29.0,0.0,96560.0,96168.0
108.0,75.0,100.0,90.0,0.0,67.505,27.353,0.0001,100.0,1.0,0.0,0.0012391,11.837,18.498,76762.0,85539.0,6.4919,298.01,288.17,1.6397,10.0,1119.2,23.0,1583.2,1.5973,0.18992,18.302,23.001,1.5658,0.0,45.048,0.0,0.0,1.0,29.0,29.0,0.0,110930.0,111230.0
120.0,75.0,100.0,90.0,0.0,65.008,26.088,0.0001,100.0,1.0,0.0,0.0011277,11.077,21.306,79537.0,88966.0,6.5032,297.99,282.84,1.7689,10.0,1046.5,23.0,1556.8,1.8835,0.18751,21.124,24.114,1.6898,0.0,53.781,0.0,0.0,1.0,29.0,29.0,0.0,124410.0,124740.0
132.0,75.0,100.0,90.0,0.0,57.599,36.06,0.0001,100.0,1.0,-4000.0,0.0012273,10.432,23.877,75211.0,84279.0,6.5186,298.01,289.33,1.7331,10.0,974.41,23.0,1546.5,1.7762,0.18839,23.694,25.059,1.6554,0.0,62.359,0.0,0.0,1.0,29.0,29.0,0.0,136240.0,136750.0
144.0,75.0,100.0,90.0,0.0,48.199,0.96411,14.422,100.0,1.0,0.0,0.00087441,10.602,26.222,77865.0,87601.0,6.4995,297.96,270.23,1.8204,10.0,974.24,23.0,1563.2,1.6595,0.18911,26.078,25.768,1.7393,0.0,70.659,0.0,0.0,1.0,29.0,29.0,0.0,147960.0,147820.0
156.0,75.0,100.0,90.0,0.0,60.609,4.1968,1.4161,0.0,0.9,0.0,0.00073629,9.3163,28.303,72839.0,82152.0,6.5185,297.93,262.33,1.7103,10.0,1035.3,23.0,1623.6,1.5335,0.19027,28.153,26.108,1.6335,0.0,80.779,0.0,0.0,1.0,29.0,29.0,0.0,157360.0,157410.0
168.0,75.0,100.0,80.0,0.0,38.637,68.521,1.5464,400.0,0.9,0.0,0.00070466,11.682,28.96,77229.0,87117.0,6.4955,297.93,260.37,1.7235,10.0,1356.4,23.0,1748.2,1.1914,0.19282,28.942,25.25,1.6462,0.0,78.403,0.0,0.0,1.0,29.0,29.0,0.0,160970.0,161360.0
180.0,75.0,100.0,80.0,0.0,52.028,42.577,1.0817,150.0,0.9,0.0,0.0012805,10.456,30.545,73791.0,83179.0,6.5167,297.89,250.11,1.5949,10.0,1530.8,23.0,1821.5,1.3853,0.19161,30.43,24.707,1.5228,0.0,76.699,0.0,0.0,1.0,29.0,29.0,0.0,168590.0,168660.0
192.0,75.0,100.0,80.0,0.0,47.895,51.263,1.1161,150.0,0.9,-4000.0,0.001606,10.433,32.139,69989.0,78882.0,6.5189,297.92,261.39,1.4815,10.0,1650.1,23.0,1889.8,1.2218,0.19306,32.03,24.488,1.4141,0.0,78.535,0.0,0.0,1.0,29.0,29.0,0.0,175210.0,175460.0
204.0,65.0,100.0,80.0,0.0,57.726,51.38,1.2275,250.0,0.9,0.0,0.0014575,10.673,33.289,73419.0,82896.0,6.4955,297.9,250.89,1.7315,4.0,1717.3,23.0,1949.6,1.2876,0.19059,33.244,24.278,1.4333,0.0,78.979,0.0,0.0,1.0,29.0,29.0,0.0,180690.0,181110.0
216.0,65.0,100.0,80.0,0.0,29.042,0.95901,74.078,250.0,0.9,0.0,0.0015048,10.851,33.903,70610.0,79587.0,6.4945,297.99,282.38,1.6064,4.0,1466.1,23.0,1923.3,1.2055,0.19155,33.872,23.886,1.3293,0.0,75.151,0.0,0.0,1.0,29.0,29.0,0.0,184090.0,184520.0
228.0,65.0,100.0,80.0,0.0,38.953,10.62,111.42,250.0,0.9,0.0,0.0013751,11.199,34.143,74658.0,84192.0,6.5011,298.09,318.41,1.6258,4.0,1295.9,23.0,1931.3,1.3432,0.19031,34.135,23.446,1.3454,0.0,71.333,0.0,0.0,1.0,29.0,29.0,0.0,185160.0,184930.0
240.0,65.0,100.0,80.0,0.0,35.696,16.184,79.386,250.0,0.9,0.0,0.0013576,11.461,34.195,71796.0,80795.0,6.4943,297.98,280.14,1.5022,4.0,1162.3,23.0,1952.3,1.3028,0.1909,34.21,23.104,1.2427,0.0,67.469,0.0,0.0,1.0,29.0,29.0,0.0,185310.0,185410.0
252.0,60.0,100.0,80.0,0.0,28.145,53.034,5.3995,0.0,0.9,-4000.0,0.0017594,9.9961,34.305,68418.0,76880.0,6.5092,298.02,292.98,1.5003,4.0,1047.6,23.0,1984.9,1.5742,0.18738,34.216,22.871,1.1456,0.0,65.144,0.0,0.0,1.0,29.0,29.0,0.0,185210.0,185810.0
264.0,60.0,100.0,80.0,0.0,31.275,2.8951,40.205,0.0,0.9,0.0,0.0015288,9.7057,35.404,69448.0,78419.0,6.5042,298.01,290.31,1.5031,4.0,752.77,23.0,2011.5,1.4447,0.18861,35.334,23.436,1.1478,0.0,76.359,0.0,0.0,1.0,29.0,29.0,0.0,191300.0,191080.0
276.0,60.0,100.0,80.0,0.0,26.454,32.568,0.12474,100.0,0.9,0.0,0.0025272,9.2912,36.062,64176.0,72575.0,6.4808,297.89,252.59,1.3771,4.0,521.26,23.0,2051.9,1.3536,0.18971,36.059,23.942,1.0512,0.0,85.061,0.0,0.0,1.0,29.0,29.0,0.0,193260.0,193710.0
288.0,60.0,100.0,80.0,0.0,38.822,131.76,14.49,100.0,0.9,0.0,0.0024146,8.9684,36.183,66497.0,75458.0,6.4952,298.05,301.47,1.4115,4.0,409.14,23.0,2114.5,1.4251,0.18897,36.18,24.44,1.0776,0.0,90.958,0.0,0.0,1.0,29.0,29.0,0.0,194120.0,193910.0
290.0,60.0,100.0,80.0,0.0,45.99,31.763,0.12106,100.0,0.9,0.0,0.0025855,8.8669,36.163,66894.0,75955.0,6.4967,297.88,248.16,1.4202,4.0,393.1,23.0,2125.5,1.3967,0.18922,36.176,24.55,1.0842,0.0,91.962,0.0,0.0,1.0,29.0,29.0,0.0,194490.0,194940.0
1.0,30.0,100.0,8.0,0.0,20.759,150.06,13.683,0.0,0.6,0.0,1.1924,14.689,0.00099801,58632.0,61915.0,6.4853,298.09,528.95,0.10859,5.0,1395.0,22.0,1729.9,-0.057818,0.20604,0.001,0.51568,0.041302,0.0,4.0824,0.0,0.0,1.0,30.0,30.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,62.041,287.34,0.0001,0.0,0.6,0.0,0.38509,11.957,0.00096677,58821.0,62428.0,6.4961,298.27,577.55,0.34018,0.0,1519.7,30.0,1852.7,0.99702,0.19103,0.00096944,2.839,0.18125,0.0,10.719,0.0,0.0,1.0,30.0,30.0,0.0,22027.0,22332.0
24.0,55.0,100.0,150.0,0.0,225.0,502.59,0.0001,0.0,0.7,0.0,0.02024,9.3476,0.00090772,60691.0,65013.0,6.4087,298.18,551.36,0.7746,0.0,1197.2,35.0,1844.1,2.1014,0.1818,0.00091384,9.2036,0.54108,0.0,22.1,0.0,0.0,1.0,30.0,30.0,0.0,20681.0,20819.0
36.0,55.0,100.0,43.0,0.0,43.804,337.3,22.224,0.0,0.9,0.0,0.0024105,12.624,1.5507,61486.0,66323.0,6.4923,298.64,682.26,1.0404,0.0,739.23,35.0,1782.7,1.1833,0.19096,1.4244,12.886,0.72731,0.0,35.83,0.0,0.0,1.0,30.0,30.0,0.0,28898.0,28715.0
48.0,60.0,100.0,57.0,0.0,56.876,161.03,0.0001,0.0,1.1,0.0,0.0020609,13.017,3.8303,62567.0,67969.0,6.5028,298.06,515.01,1.1986,10.0,800.22,35.0,1829.2,1.4349,0.18928,3.6569,16.044,0.91442,0.0,50.078,0.0,0.0,1.0,30.0,30.0,0.0,39180.0,39516.0
60.0,60.0,100.0,72.0,0.0,62.968,116.11,0.92613,500.0,1.1,0.0,0.0017589,14.711,6.2412,68905.0,74913.0,6.4993,298.17,549.15,1.4376,10.0,1195.9,34.0,1818.0,1.1867,0.19118,6.0878,17.722,1.0975,0.0,41.703,0.0,0.0,1.0,30.0,30.0,0.0,50417.0,49942.0
72.0,60.0,100.0,84.0,0.0,63.71,3.6434,0.10826,500.0,1.1,0.0,0.0016556,15.677,8.3819,76380.0,83007.0,6.4991,297.96,481.6,1.6632,10.0,1500.0,31.0,1765.5,1.2938,0.18973,8.2436,18.598,1.2706,0.0,26.336,0.0,0.0,1.0,30.0,30.0,0.0,61896.0,61939.0
84.0,60.0,100.0,90.0,0.0,47.647,139.31,0.0001,100.0,1.1,0.0,0.0010607,15.104,10.832,80412.0,87674.0,6.4732,298.03,503.14,1.8861,10.0,1655.3,23.0,1737.2,1.6221,0.18619,10.678,20.1,1.4419,0.0,27.419,0.0,0.0,1.0,30.0,30.0,0.0,72660.0,72225.0
96.0,75.0,100.0,90.0,0.0,45.421,0.0001,11.817,100.0,1.1,0.0,0.00070718,15.274,12.904,83021.0,90806.0,6.5138,297.96,476.15,1.6221,10.0,1859.1,23.0,1763.9,1.471,0.19091,12.783,20.977,1.5488,0.0,36.093,0.0,0.0,1.0,30.0,30.0,0.0,82499.0,82082.0
108.0,75.0,100.0,90.0,0.0,42.893,13.393,0.0001,100.0,1.0,0.0,0.0011166,13.584,14.868,78407.0,85758.0,6.5048,298.0,492.62,1.5763,10.0,2093.5,23.0,1810.7,1.5036,0.19076,14.725,21.648,1.5049,0.0,44.482,0.0,0.0,1.0,30.0,30.0,0.0,91815.0,92415.0
120.0,75.0,100.0,90.0,0.0,43.945,0.0001,0.0001,100.0,1.0,0.0,0.0010131,13.246,16.895,80964.0,88876.0,6.5071,297.95,473.56,1.6732,10.0,2284.7,23.0,1844.1,1.601,0.18983,16.767,22.421,1.5979,0.0,52.671,0.0,0.0,1.0,30.0,30.0,0.0,101940.0,101890.0
132.0,75.0,100.0,90.0,3.6307,0.0,57.3,1.3124,100.0,1.0,-4000.0,3.4076,14.2,17.423,76212.0,83713.0,6.6573,297.92,465.14,1.5717,10.0,2723.7,23.0,1992.5,1.1441,0.19347,17.488,22.525,1.5005,0.0,60.531,0.0,0.0,1.0,30.0,30.0,0.0,104230.0,103850.0
144.0,75.0,100.0,90.0,0.0,7.1321,0.87781,68.02,100.0,1.0,0.0,12.206,14.272,16.448,78278.0,86377.0,6.4939,297.97,482.84,1.5509,10.0,3549.8,23.0,2305.5,0.96637,0.19484,16.51,21.931,1.4806,0.0,68.174,0.0,0.0,1.0,30.0,30.0,0.0,99167.0,99446.0
156.0,75.0,100.0,90.0,0.0,6.6713,17.52,159.13,0.0,0.9,0.0,21.161,12.916,15.649,72708.0,80432.0,6.4874,298.17,554.54,1.3988,10.0,4340.0,23.0,2617.8,0.92085,0.19549,15.693,21.498,1.3347,0.0,78.358,0.0,0.0,1.0,30.0,30.0,0.0,95431.0,95369.0
168.0,75.0,100.0,80.0,0.0,9.2832,1.0526,77.397,400.0,0.9,0.0,28.964,14.447,14.374,76748.0,85040.0,6.5005,297.98,488.18,1.3791,10.0,5093.4,23.0,2881.3,0.49634,0.19869,14.474,20.45,1.3159,0.0,77.495,0.0,0.0,1.0,30.0,30.0,0.0,88029.0,88288.0
180.0,75.0,100.0,80.0,0.0,17.795,66.609,8.6272,150.0,0.9,0.0,37.363,13.839,13.369,72767.0,80685.0,6.5056,297.97,482.9,1.2369,10.0,5831.0,23.0,3141.8,0.61698,0.19808,13.429,19.568,1.1798,0.0,78.345,0.0,0.0,1.0,30.0,30.0,0.0,82891.0,82808.0
